-1.0E-4	0.02360296
-9.899497E-5	0.023451265
-9.798995E-5	0.023337197
-9.698492E-5	0.023260754
-9.59799E-5	0.023221936
-9.497487E-5	0.023220744
-9.3969844E-5	0.02325718
-9.296482E-5	0.02333124
-9.1959795E-5	0.023442926
-9.0954774E-5	0.023592237
-8.9949746E-5	0.023779174
-8.894472E-5	0.02400374
-8.79397E-5	0.024265928
-8.693467E-5	0.024565745
-8.592965E-5	0.024903184
-8.492462E-5	0.025284415
-8.39196E-5	0.025736582
-8.291457E-5	0.026232649
-8.1909544E-5	0.026772613
-8.090452E-5	0.027356468
-7.9899495E-5	0.027984226
-7.8894474E-5	0.028655875
-7.788945E-5	0.029371426
-7.688442E-5	0.030168053
-7.587939E-5	0.0311938
-7.487437E-5	0.032311693
-7.386935E-5	0.033521734
-7.286432E-5	0.03482394
-7.185929E-5	0.036218293
-7.0854265E-5	0.037704803
-6.9849244E-5	0.03928345
-6.884422E-5	0.04099358
-6.7839195E-5	0.04284992
-6.683417E-5	0.044794414
-6.582914E-5	0.046827048
-6.482412E-5	0.04894782
-6.38191E-5	0.051156733
-6.281407E-5	0.053453807
-6.180904E-5	0.055839032
-6.080402E-5	0.058312383
-5.9798993E-5	0.0608739
-5.879397E-5	0.06352355
-5.7788944E-5	0.06626135
-5.678392E-5	0.0690873
-5.577889E-5	0.0720014
-5.4773867E-5	0.07514407
-5.3768843E-5	0.07863202
-5.276382E-5	0.08226563
-5.175879E-5	0.08619647
-5.075377E-5	0.09026703
-4.974874E-5	0.094477385
-4.8743717E-5	0.09882747
-4.7738693E-5	0.103317305
-4.6733665E-5	0.10794692
-4.572864E-5	0.11271626
-4.4723616E-5	0.117625356
-4.371859E-5	0.122674204
-4.271357E-5	0.1278628
-4.170854E-5	0.13319118
-4.0703515E-5	0.1386593
-3.9698494E-5	0.14426714
-3.869347E-5	0.15001476
-3.768844E-5	0.15590213
-3.6683414E-5	0.16192238
-3.5678393E-5	0.16804327
-3.4673365E-5	0.1742908
-3.3668337E-5	0.18066493
-3.2663316E-5	0.18729636
-3.165829E-5	0.19458288
-3.0653267E-5	0.20217696
-2.964824E-5	0.21003659
-2.8643211E-5	0.21800348
-2.763819E-5	0.22607757
-2.663317E-5	0.2342589
-2.5628142E-5	0.24254754
-2.4623114E-5	0.25094345
-2.3618093E-5	0.25944653
-2.2613065E-5	0.26805693
-2.1608044E-5	0.2767745
-2.0603009E-5	0.28559947
-1.9597988E-5	0.29453155
-1.8592968E-5	0.30357087
-1.758794E-5	0.31271753
-1.6582911E-5	0.32197142
-1.557789E-5	0.3313325
-1.4572863E-5	0.3408009
-1.3567842E-5	0.3503765
-1.2562814E-5	0.36005938
-1.1557786E-5	0.36984953
-1.0552765E-5	0.37974685
-9.547737E-6	0.38987106
-8.542716E-6	0.40008065
-7.5376884E-6	0.41031757
-6.5326603E-6	0.42058173
-5.5276396E-6	0.43087307
-4.522619E-6	0.44119167
-3.5175835E-6	0.45153764
-2.5125628E-6	0.46191072
-1.507542E-6	0.47231108
-5.02514E-7	0.48273873
5.02514E-7	0.49319363
1.5075348E-6	0.5036757
2.5125628E-6	0.51424885
3.5175908E-6	0.5248658
4.5226116E-6	0.53552336
